Year,RoundNumber,EventName,EventDate,DriverNumber,Abbreviation,DriverId,FullName,TeamName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status
2018,8,French Grand Prix,2018-06-24,35,SIR,sirotkin,Sergey Sirotkin,Williams,19.0,,,0 days 00:01:33.636000,,,,
2018,8,French Grand Prix,2018-06-24,18,STR,stroll,Lance Stroll,Williams,20.0,,,0 days 00:01:33.729000,,,,
2018,9,Austrian Grand Prix,2018-07-01,77,BOT,bottas,Valtteri Bottas,Mercedes,1.0,,,0 days 00:01:04.175000,0 days 00:01:03.756000,0 days 00:01:03.130000,,
2018,9,Austrian Grand Prix,2018-07-01,44,HAM,hamilton,Lewis Hamilton,Mercedes,2.0,,,0 days 00:01:04.080000,0 days 00:01:03.577000,0 days 00:01:03.149000,,
2018,9,Austrian Grand Prix,2018-07-01,5,VET,vettel,Sebastian Vettel,Ferrari,3.0,,,0 days 00:01:04.347000,0 days 00:01:03.544000,0 days 00:01:03.464000,,
2018,9,Austrian Grand Prix,2018-07-01,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,4.0,,,0 days 00:01:04.234000,0 days 00:01:03.975000,0 days 00:01:03.660000,,
2018,9,Austrian Grand Prix,2018-07-01,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,5.0,,,0 days 00:01:04.273000,0 days 00:01:04.001000,0 days 00:01:03.840000,,
2018,9,Austrian Grand Prix,2018-07-01,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,6.0,,,0 days 00:01:04.242000,0 days 00:01:04.059000,0 days 00:01:03.892000,,
2018,9,Austrian Grand Prix,2018-07-01,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,7.0,,,0 days 00:01:04.723000,0 days 00:01:04.403000,0 days 00:01:03.996000,,
2018,9,Austrian Grand Prix,2018-07-01,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,8.0,,,0 days 00:01:04.460000,0 days 00:01:04.291000,0 days 00:01:04.051000,,
2018,9,Austrian Grand Prix,2018-07-01,55,SAI,sainz,Carlos Sainz,Renault,9.0,,,0 days 00:01:04.948000,0 days 00:01:04.561000,0 days 00:01:04.725000,,
2018,9,Austrian Grand Prix,2018-07-01,27,HUL,hulkenberg,Nico Hulkenberg,Renault,10.0,,,0 days 00:01:04.864000,0 days 00:01:04.676000,0 days 00:01:05.019000,,
2018,9,Austrian Grand Prix,2018-07-01,31,OCO,ocon,Esteban Ocon,Force India,11.0,,,0 days 00:01:05.148000,0 days 00:01:04.845000,,,
2018,9,Austrian Grand Prix,2018-07-01,10,GAS,gasly,Pierre Gasly,Toro Rosso,12.0,,,0 days 00:01:05.011000,0 days 00:01:04.874000,,,
2018,9,Austrian Grand Prix,2018-07-01,16,LEC,leclerc,Charles Leclerc,Sauber,13.0,,,0 days 00:01:04.967000,0 days 00:01:04.979000,,,
2018,9,Austrian Grand Prix,2018-07-01,14,ALO,alonso,Fernando Alonso,McLaren,14.0,,,0 days 00:01:04.965000,0 days 00:01:05.058000,,,
2018,9,Austrian Grand Prix,2018-07-01,18,STR,stroll,Lance Stroll,Williams,15.0,,,0 days 00:01:05.264000,0 days 00:01:05.286000,,,
2018,9,Austrian Grand Prix,2018-07-01,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,16.0,,,0 days 00:01:05.271000,,,,
2018,9,Austrian Grand Prix,2018-07-01,11,PER,perez,Sergio Perez,Force India,17.0,,,0 days 00:01:05.279000,,,,
2018,9,Austrian Grand Prix,2018-07-01,35,SIR,sirotkin,Sergey Sirotkin,Williams,18.0,,,0 days 00:01:05.322000,,,,
2018,9,Austrian Grand Prix,2018-07-01,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,19.0,,,0 days 00:01:05.366000,,,,
2018,9,Austrian Grand Prix,2018-07-01,9,ERI,ericsson,Marcus Ericsson,Sauber,20.0,,,0 days 00:01:05.479000,,,,
2018,10,British Grand Prix,2018-07-08,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:26.818000,0 days 00:01:26.256000,0 days 00:01:25.892000,,
2018,10,British Grand Prix,2018-07-08,5,VET,vettel,Sebastian Vettel,Ferrari,2.0,,,0 days 00:01:26.585000,0 days 00:01:26.372000,0 days 00:01:25.936000,,
2018,10,British Grand Prix,2018-07-08,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,3.0,,,0 days 00:01:27.549000,0 days 00:01:26.483000,0 days 00:01:25.990000,,
2018,10,British Grand Prix,2018-07-08,77,BOT,bottas,Valtteri Bottas,Mercedes,4.0,,,0 days 00:01:27.025000,0 days 00:01:26.413000,0 days 00:01:26.217000,,
2018,10,British Grand Prix,2018-07-08,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,5.0,,,0 days 00:01:27.309000,0 days 00:01:27.013000,0 days 00:01:26.602000,,
2018,10,British Grand Prix,2018-07-08,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,6.0,,,0 days 00:01:27.979000,0 days 00:01:27.369000,0 days 00:01:27.099000,,
2018,10,British Grand Prix,2018-07-08,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,7.0,,,0 days 00:01:28.143000,0 days 00:01:27.730000,0 days 00:01:27.244000,,
2018,10,British Grand Prix,2018-07-08,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,8.0,,,0 days 00:01:28.086000,0 days 00:01:27.522000,0 days 00:01:27.455000,,
2018,10,British Grand Prix,2018-07-08,16,LEC,leclerc,Charles Leclerc,Sauber,9.0,,,0 days 00:01:27.962000,0 days 00:01:27.790000,0 days 00:01:27.879000,,
2018,10,British Grand Prix,2018-07-08,31,OCO,ocon,Esteban Ocon,Force India,10.0,,,0 days 00:01:28.279000,0 days 00:01:27.843000,0 days 00:01:28.194000,,
2018,10,British Grand Prix,2018-07-08,27,HUL,hulkenberg,Nico Hulkenberg,Renault,11.0,,,0 days 00:01:28.017000,0 days 00:01:27.901000,,,
2018,10,British Grand Prix,2018-07-08,11,PER,perez,Sergio Perez,Force India,12.0,,,0 days 00:01:28.210000,0 days 00:01:27.928000,,,
2018,10,British Grand Prix,2018-07-08,14,ALO,alonso,Fernando Alonso,McLaren,13.0,,,0 days 00:01:28.187000,0 days 00:01:28.139000,,,
2018,10,British Grand Prix,2018-07-08,10,GAS,gasly,Pierre Gasly,Toro Rosso,14.0,,,0 days 00:01:28.399000,0 days 00:01:28.343000,,,
2018,10,British Grand Prix,2018-07-08,9,ERI,ericsson,Marcus Ericsson,Sauber,15.0,,,0 days 00:01:28.249000,0 days 00:01:28.391000,,,
2018,10,British Grand Prix,2018-07-08,55,SAI,sainz,Carlos Sainz,Renault,16.0,,,0 days 00:01:28.456000,,,,
2018,10,British Grand Prix,2018-07-08,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,17.0,,,0 days 00:01:29.096000,,,,
2018,10,British Grand Prix,2018-07-08,35,SIR,sirotkin,Sergey Sirotkin,Williams,18.0,,,0 days 00:01:29.252000,,,,
2018,10,British Grand Prix,2018-07-08,18,STR,stroll,Lance Stroll,Williams,19.0,,,,,,,
2018,10,British Grand Prix,2018-07-08,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,20.0,,,,,,,
2018,11,German Grand Prix,2018-07-22,5,VET,vettel,Sebastian Vettel,Ferrari,1.0,,,0 days 00:01:12.538000,0 days 00:01:12.505000,0 days 00:01:11.212000,,
2018,11,German Grand Prix,2018-07-22,77,BOT,bottas,Valtteri Bottas,Mercedes,2.0,,,0 days 00:01:12.962000,0 days 00:01:12.152000,0 days 00:01:11.416000,,
2018,11,German Grand Prix,2018-07-22,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,3.0,,,0 days 00:01:12.505000,0 days 00:01:12.336000,0 days 00:01:11.547000,,
2018,11,German Grand Prix,2018-07-22,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,4.0,,,0 days 00:01:13.127000,0 days 00:01:12.188000,0 days 00:01:11.822000,,
2018,11,German Grand Prix,2018-07-22,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,5.0,,,0 days 00:01:13.105000,0 days 00:01:12.523000,0 days 00:01:12.200000,,
2018,11,German Grand Prix,2018-07-22,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,6.0,,,0 days 00:01:12.986000,0 days 00:01:12.722000,0 days 00:01:12.544000,,
2018,11,German Grand Prix,2018-07-22,27,HUL,hulkenberg,Nico Hulkenberg,Renault,7.0,,,0 days 00:01:13.479000,0 days 00:01:12.946000,0 days 00:01:12.560000,,
2018,11,German Grand Prix,2018-07-22,55,SAI,sainz,Carlos Sainz,Renault,8.0,,,0 days 00:01:13.324000,0 days 00:01:13.032000,0 days 00:01:12.692000,,
2018,11,German Grand Prix,2018-07-22,16,LEC,leclerc,Charles Leclerc,Sauber,9.0,,,0 days 00:01:13.077000,0 days 00:01:12.995000,0 days 00:01:12.717000,,
2018,11,German Grand Prix,2018-07-22,11,PER,perez,Sergio Perez,Force India,10.0,,,0 days 00:01:13.427000,0 days 00:01:13.072000,0 days 00:01:12.774000,,
2018,11,German Grand Prix,2018-07-22,14,ALO,alonso,Fernando Alonso,McLaren,11.0,,,0 days 00:01:13.614000,0 days 00:01:13.657000,,,
2018,11,German Grand Prix,2018-07-22,35,SIR,sirotkin,Sergey Sirotkin,Williams,12.0,,,0 days 00:01:13.708000,0 days 00:01:13.702000,,,
2018,11,German Grand Prix,2018-07-22,9,ERI,ericsson,Marcus Ericsson,Sauber,13.0,,,0 days 00:01:13.562000,0 days 00:01:13.736000,,,
2018,11,German Grand Prix,2018-07-22,44,HAM,hamilton,Lewis Hamilton,Mercedes,14.0,,,0 days 00:01:13.012000,,,,
2018,11,German Grand Prix,2018-07-22,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,15.0,,,0 days 00:01:13.318000,,,,
2018,11,German Grand Prix,2018-07-22,31,OCO,ocon,Esteban Ocon,Force India,16.0,,,0 days 00:01:13.720000,,,,
2018,11,German Grand Prix,2018-07-22,10,GAS,gasly,Pierre Gasly,Toro Rosso,17.0,,,0 days 00:01:13.749000,,,,
2018,11,German Grand Prix,2018-07-22,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,18.0,,,0 days 00:01:14.045000,,,,
2018,11,German Grand Prix,2018-07-22,18,STR,stroll,Lance Stroll,Williams,19.0,,,0 days 00:01:14.206000,,,,
2018,11,German Grand Prix,2018-07-22,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,20.0,,,0 days 00:01:14.401000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:17.419000,0 days 00:01:31.242000,0 days 00:01:35.658000,,
2018,12,Hungarian Grand Prix,2018-07-29,77,BOT,bottas,Valtteri Bottas,Mercedes,2.0,,,0 days 00:01:17.123000,0 days 00:01:32.081000,0 days 00:01:35.918000,,
2018,12,Hungarian Grand Prix,2018-07-29,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,3.0,,,0 days 00:01:17.526000,0 days 00:01:32.762000,0 days 00:01:36.186000,,
2018,12,Hungarian Grand Prix,2018-07-29,5,VET,vettel,Sebastian Vettel,Ferrari,4.0,,,0 days 00:01:16.666000,0 days 00:01:28.636000,0 days 00:01:36.210000,,
2018,12,Hungarian Grand Prix,2018-07-29,55,SAI,sainz,Carlos Sainz,Renault,5.0,,,0 days 00:01:17.829000,0 days 00:01:30.771000,0 days 00:01:36.743000,,
2018,12,Hungarian Grand Prix,2018-07-29,10,GAS,gasly,Pierre Gasly,Toro Rosso,6.0,,,0 days 00:01:18.577000,0 days 00:01:31.286000,0 days 00:01:37.591000,,
2018,12,Hungarian Grand Prix,2018-07-29,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,7.0,,,0 days 00:01:16.940000,0 days 00:01:31.178000,0 days 00:01:38.032000,,
2018,12,Hungarian Grand Prix,2018-07-29,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,8.0,,,0 days 00:01:18.429000,0 days 00:01:32.590000,0 days 00:01:38.128000,,
2018,12,Hungarian Grand Prix,2018-07-29,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,9.0,,,0 days 00:01:18.314000,0 days 00:01:32.968000,0 days 00:01:39.858000,,
2018,12,Hungarian Grand Prix,2018-07-29,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,10.0,,,0 days 00:01:17.901000,0 days 00:01:33.650000,0 days 00:01:40.593000,,
2018,12,Hungarian Grand Prix,2018-07-29,14,ALO,alonso,Fernando Alonso,McLaren,11.0,,,0 days 00:01:18.208000,0 days 00:01:35.214000,,,
2018,12,Hungarian Grand Prix,2018-07-29,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,12.0,,,0 days 00:01:18.540000,0 days 00:01:36.442000,,,
2018,12,Hungarian Grand Prix,2018-07-29,27,HUL,hulkenberg,Nico Hulkenberg,Renault,13.0,,,0 days 00:01:17.905000,0 days 00:01:36.506000,,,
2018,12,Hungarian Grand Prix,2018-07-29,9,ERI,ericsson,Marcus Ericsson,Sauber,14.0,,,0 days 00:01:18.641000,0 days 00:01:37.075000,,,
2018,12,Hungarian Grand Prix,2018-07-29,18,STR,stroll,Lance Stroll,Williams,15.0,,,0 days 00:01:18.560000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,16.0,,,0 days 00:01:18.782000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,16,LEC,leclerc,Charles Leclerc,Sauber,17.0,,,0 days 00:01:18.817000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,31,OCO,ocon,Esteban Ocon,Force India,18.0,,,0 days 00:01:19.142000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,11,PER,perez,Sergio Perez,Force India,19.0,,,0 days 00:01:19.200000,,,,
2018,12,Hungarian Grand Prix,2018-07-29,35,SIR,sirotkin,Sergey Sirotkin,Williams,20.0,,,0 days 00:01:19.301000,,,,
2018,13,Belgian Grand Prix,2018-08-26,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:42.977000,0 days 00:01:41.553000,0 days 00:01:58.179000,,
2018,13,Belgian Grand Prix,2018-08-26,5,VET,vettel,Sebastian Vettel,Ferrari,2.0,,,0 days 00:01:43.035000,0 days 00:01:41.501000,0 days 00:01:58.905000,,
2018,13,Belgian Grand Prix,2018-08-26,31,OCO,ocon,Esteban Ocon,Racing Point,3.0,,,0 days 00:01:44.003000,0 days 00:01:43.302000,0 days 00:02:01.851000,,
2018,13,Belgian Grand Prix,2018-08-26,11,PER,perez,Sergio Perez,Racing Point,4.0,,,0 days 00:01:44.004000,0 days 00:01:43.014000,0 days 00:02:01.894000,,
2018,13,Belgian Grand Prix,2018-08-26,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,5.0,,,0 days 00:01:43.597000,0 days 00:01:43.042000,0 days 00:02:02.122000,,
2018,13,Belgian Grand Prix,2018-08-26,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,6.0,,,0 days 00:01:42.585000,0 days 00:01:41.533000,0 days 00:02:02.671000,,
2018,13,Belgian Grand Prix,2018-08-26,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,7.0,,,0 days 00:01:43.199000,0 days 00:01:42.554000,0 days 00:02:02.769000,,
2018,13,Belgian Grand Prix,2018-08-26,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,8.0,,,0 days 00:01:43.604000,0 days 00:01:43.126000,0 days 00:02:02.939000,,
2018,13,Belgian Grand Prix,2018-08-26,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,9.0,,,0 days 00:01:43.834000,0 days 00:01:43.320000,0 days 00:02:04.933000,,
2018,13,Belgian Grand Prix,2018-08-26,77,BOT,bottas,Valtteri Bottas,Mercedes,10.0,,,0 days 00:01:42.805000,0 days 00:01:42.191000,,,
2018,13,Belgian Grand Prix,2018-08-26,10,GAS,gasly,Pierre Gasly,Toro Rosso,11.0,,,0 days 00:01:44.221000,0 days 00:01:43.844000,,,
2018,13,Belgian Grand Prix,2018-08-26,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,12.0,,,0 days 00:01:44.153000,0 days 00:01:43.865000,,,
2018,13,Belgian Grand Prix,2018-08-26,16,LEC,leclerc,Charles Leclerc,Sauber,13.0,,,0 days 00:01:43.654000,0 days 00:01:44.062000,,,
2018,13,Belgian Grand Prix,2018-08-26,9,ERI,ericsson,Marcus Ericsson,Sauber,14.0,,,0 days 00:01:43.846000,0 days 00:01:44.301000,,,
2018,13,Belgian Grand Prix,2018-08-26,27,HUL,hulkenberg,Nico Hulkenberg,Renault,15.0,,,0 days 00:01:44.145000,,,,
2018,13,Belgian Grand Prix,2018-08-26,55,SAI,sainz,Carlos Sainz,Renault,16.0,,,0 days 00:01:44.489000,,,,
2018,13,Belgian Grand Prix,2018-08-26,14,ALO,alonso,Fernando Alonso,McLaren,17.0,,,0 days 00:01:44.917000,,,,
2018,13,Belgian Grand Prix,2018-08-26,35,SIR,sirotkin,Sergey Sirotkin,Williams,18.0,,,0 days 00:01:44.998000,,,,
2018,13,Belgian Grand Prix,2018-08-26,18,STR,stroll,Lance Stroll,Williams,19.0,,,0 days 00:01:45.134000,,,,
2018,13,Belgian Grand Prix,2018-08-26,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,20.0,,,0 days 00:01:45.307000,,,,
2018,14,Italian Grand Prix,2018-09-02,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,1.0,,,0 days 00:01:20.722000,0 days 00:01:19.846000,0 days 00:01:19.119000,,
2018,14,Italian Grand Prix,2018-09-02,5,VET,vettel,Sebastian Vettel,Ferrari,2.0,,,0 days 00:01:20.542000,0 days 00:01:19.629000,0 days 00:01:19.280000,,
2018,14,Italian Grand Prix,2018-09-02,44,HAM,hamilton,Lewis Hamilton,Mercedes,3.0,,,0 days 00:01:20.810000,0 days 00:01:19.798000,0 days 00:01:19.294000,,
2018,14,Italian Grand Prix,2018-09-02,77,BOT,bottas,Valtteri Bottas,Mercedes,4.0,,,0 days 00:01:21.381000,0 days 00:01:20.427000,0 days 00:01:19.656000,,
2018,14,Italian Grand Prix,2018-09-02,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,5.0,,,0 days 00:01:21.381000,0 days 00:01:20.333000,0 days 00:01:20.615000,,
2018,14,Italian Grand Prix,2018-09-02,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,6.0,,,0 days 00:01:21.887000,0 days 00:01:21.239000,0 days 00:01:20.936000,,
2018,14,Italian Grand Prix,2018-09-02,55,SAI,sainz,Carlos Sainz,Renault,7.0,,,0 days 00:01:21.732000,0 days 00:01:21.552000,0 days 00:01:21.041000,,
2018,14,Italian Grand Prix,2018-09-02,31,OCO,ocon,Esteban Ocon,Racing Point,8.0,,,0 days 00:01:21.570000,0 days 00:01:21.315000,0 days 00:01:21.099000,,
2018,14,Italian Grand Prix,2018-09-02,10,GAS,gasly,Pierre Gasly,Toro Rosso,9.0,,,0 days 00:01:21.834000,0 days 00:01:21.667000,0 days 00:01:21.350000,,
2018,14,Italian Grand Prix,2018-09-02,18,STR,stroll,Lance Stroll,Williams,10.0,,,0 days 00:01:21.838000,0 days 00:01:21.494000,0 days 00:01:21.627000,,
2018,14,Italian Grand Prix,2018-09-02,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,11.0,,,0 days 00:01:21.783000,0 days 00:01:21.669000,,,
2018,14,Italian Grand Prix,2018-09-02,35,SIR,sirotkin,Sergey Sirotkin,Williams,12.0,,,0 days 00:01:21.813000,0 days 00:01:21.732000,,,
2018,14,Italian Grand Prix,2018-09-02,14,ALO,alonso,Fernando Alonso,McLaren,13.0,,,0 days 00:01:21.850000,0 days 00:01:22.568000,,,
2018,14,Italian Grand Prix,2018-09-02,27,HUL,hulkenberg,Nico Hulkenberg,Renault,14.0,,,0 days 00:01:21.801000,,,,
2018,14,Italian Grand Prix,2018-09-02,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,15.0,,,0 days 00:01:21.280000,,,,
2018,14,Italian Grand Prix,2018-09-02,11,PER,perez,Sergio Perez,Racing Point,16.0,,,0 days 00:01:21.888000,,,,
2018,14,Italian Grand Prix,2018-09-02,16,LEC,leclerc,Charles Leclerc,Sauber,17.0,,,0 days 00:01:21.889000,,,,
2018,14,Italian Grand Prix,2018-09-02,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,18.0,,,0 days 00:01:21.934000,,,,
2018,14,Italian Grand Prix,2018-09-02,9,ERI,ericsson,Marcus Ericsson,Sauber,19.0,,,0 days 00:01:22.048000,,,,
2018,14,Italian Grand Prix,2018-09-02,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,20.0,,,0 days 00:01:22.085000,,,,
2018,15,Singapore Grand Prix,2018-09-16,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:39.403000,0 days 00:01:37.344000,0 days 00:01:36.015000,,
2018,15,Singapore Grand Prix,2018-09-16,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,2.0,,,0 days 00:01:38.751000,0 days 00:01:37.214000,0 days 00:01:36.334000,,
2018,15,Singapore Grand Prix,2018-09-16,5,VET,vettel,Sebastian Vettel,Ferrari,3.0,,,0 days 00:01:38.218000,0 days 00:01:37.876000,0 days 00:01:36.628000,,
2018,15,Singapore Grand Prix,2018-09-16,77,BOT,bottas,Valtteri Bottas,Mercedes,4.0,,,0 days 00:01:39.291000,0 days 00:01:37.254000,0 days 00:01:36.702000,,
2018,15,Singapore Grand Prix,2018-09-16,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,5.0,,,0 days 00:01:38.534000,0 days 00:01:37.194000,0 days 00:01:36.794000,,
2018,15,Singapore Grand Prix,2018-09-16,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,6.0,,,0 days 00:01:38.153000,0 days 00:01:37.406000,0 days 00:01:36.996000,,
2018,15,Singapore Grand Prix,2018-09-16,11,PER,perez,Sergio Perez,Racing Point,7.0,,,0 days 00:01:38.814000,0 days 00:01:38.342000,0 days 00:01:37.985000,,
2018,15,Singapore Grand Prix,2018-09-16,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,8.0,,,0 days 00:01:38.685000,0 days 00:01:38.367000,0 days 00:01:38.320000,,
2018,15,Singapore Grand Prix,2018-09-16,31,OCO,ocon,Esteban Ocon,Racing Point,9.0,,,0 days 00:01:38.912000,0 days 00:01:38.534000,0 days 00:01:38.365000,,
2018,15,Singapore Grand Prix,2018-09-16,27,HUL,hulkenberg,Nico Hulkenberg,Renault,10.0,,,0 days 00:01:38.932000,0 days 00:01:38.450000,0 days 00:01:38.588000,,
2018,15,Singapore Grand Prix,2018-09-16,14,ALO,alonso,Fernando Alonso,McLaren,11.0,,,0 days 00:01:39.022000,0 days 00:01:38.641000,,,
2018,15,Singapore Grand Prix,2018-09-16,55,SAI,sainz,Carlos Sainz,Renault,12.0,,,0 days 00:01:39.103000,0 days 00:01:38.716000,,,
2018,15,Singapore Grand Prix,2018-09-16,16,LEC,leclerc,Charles Leclerc,Sauber,13.0,,,0 days 00:01:39.206000,0 days 00:01:38.747000,,,
2018,15,Singapore Grand Prix,2018-09-16,9,ERI,ericsson,Marcus Ericsson,Sauber,14.0,,,0 days 00:01:39.366000,0 days 00:01:39.453000,,,
2018,15,Singapore Grand Prix,2018-09-16,10,GAS,gasly,Pierre Gasly,Toro Rosso,15.0,,,0 days 00:01:39.614000,0 days 00:01:39.691000,,,
2018,15,Singapore Grand Prix,2018-09-16,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,16.0,,,0 days 00:01:39.644000,,,,
2018,15,Singapore Grand Prix,2018-09-16,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,17.0,,,0 days 00:01:39.809000,,,,
2018,15,Singapore Grand Prix,2018-09-16,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,18.0,,,0 days 00:01:39.864000,,,,
2018,15,Singapore Grand Prix,2018-09-16,35,SIR,sirotkin,Sergey Sirotkin,Williams,19.0,,,0 days 00:01:41.263000,,,,
2018,15,Singapore Grand Prix,2018-09-16,18,STR,stroll,Lance Stroll,Williams,20.0,,,0 days 00:01:41.334000,,,,
2018,16,Russian Grand Prix,2018-09-30,77,BOT,bottas,Valtteri Bottas,Mercedes,1.0,,,0 days 00:01:32.964000,0 days 00:01:32.744000,0 days 00:01:31.387000,,
2018,16,Russian Grand Prix,2018-09-30,44,HAM,hamilton,Lewis Hamilton,Mercedes,2.0,,,0 days 00:01:32.410000,0 days 00:01:32.595000,0 days 00:01:31.532000,,
2018,16,Russian Grand Prix,2018-09-30,5,VET,vettel,Sebastian Vettel,Ferrari,3.0,,,0 days 00:01:33.476000,0 days 00:01:33.045000,0 days 00:01:31.943000,,
2018,16,Russian Grand Prix,2018-09-30,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,4.0,,,0 days 00:01:33.341000,0 days 00:01:33.065000,0 days 00:01:32.237000,,
2018,16,Russian Grand Prix,2018-09-30,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,5.0,,,0 days 00:01:34.078000,0 days 00:01:33.747000,0 days 00:01:33.181000,,
2018,16,Russian Grand Prix,2018-09-30,31,OCO,ocon,Esteban Ocon,Racing Point,6.0,,,0 days 00:01:34.290000,0 days 00:01:33.596000,0 days 00:01:33.413000,,
2018,16,Russian Grand Prix,2018-09-30,16,LEC,leclerc,Charles Leclerc,Sauber,7.0,,,0 days 00:01:33.924000,0 days 00:01:33.488000,0 days 00:01:33.419000,,
2018,16,Russian Grand Prix,2018-09-30,11,PER,perez,Sergio Perez,Racing Point,8.0,,,0 days 00:01:34.084000,0 days 00:01:33.923000,0 days 00:01:33.563000,,
2018,16,Russian Grand Prix,2018-09-30,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,9.0,,,0 days 00:01:34.022000,0 days 00:01:33.517000,0 days 00:01:33.704000,,
2018,16,Russian Grand Prix,2018-09-30,9,ERI,ericsson,Marcus Ericsson,Sauber,10.0,,,0 days 00:01:34.170000,0 days 00:01:33.995000,0 days 00:01:35.196000,,
2018,16,Russian Grand Prix,2018-09-30,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,11.0,,,0 days 00:01:33.048000,,,,
2018,16,Russian Grand Prix,2018-09-30,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,12.0,,,0 days 00:01:33.247000,,,,
2018,16,Russian Grand Prix,2018-09-30,10,GAS,gasly,Pierre Gasly,Toro Rosso,13.0,,,0 days 00:01:34.383000,,,,
2018,16,Russian Grand Prix,2018-09-30,55,SAI,sainz,Carlos Sainz,Renault,14.0,,,0 days 00:01:34.626000,,,,
2018,16,Russian Grand Prix,2018-09-30,27,HUL,hulkenberg,Nico Hulkenberg,Renault,15.0,,,0 days 00:01:34.655000,,,,
2018,16,Russian Grand Prix,2018-09-30,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,16.0,,,0 days 00:01:35.037000,,,,
2018,16,Russian Grand Prix,2018-09-30,14,ALO,alonso,Fernando Alonso,McLaren,17.0,,,0 days 00:01:35.504000,,,,
2018,16,Russian Grand Prix,2018-09-30,35,SIR,sirotkin,Sergey Sirotkin,Williams,18.0,,,0 days 00:01:35.612000,,,,
2018,16,Russian Grand Prix,2018-09-30,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,19.0,,,0 days 00:01:35.977000,,,,
2018,16,Russian Grand Prix,2018-09-30,18,STR,stroll,Lance Stroll,Williams,20.0,,,0 days 00:01:36.437000,,,,
