Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Season,Round,EventName
0 days 01:25:01.352000,25.6,59.0,1013.0,False,28.2,343,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:26:01.351000,25.6,59.0,1013.0,False,28.4,331,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:27:01.361000,25.5,59.0,1013.0,False,28.3,345,3.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:01.361000,25.6,59.0,1013.0,False,28.3,355,2.7,2022,2,Saudi Arabian Grand Prix
0 days 01:29:01.360000,25.5,59.0,1012.9,False,28.2,357,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:30:01.351000,25.5,59.0,1013.0,False,28.0,352,2.5,2022,2,Saudi Arabian Grand Prix
0 days 01:31:01.355000,25.5,59.0,1012.9,False,27.9,330,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:32:01.353000,25.4,59.0,1012.9,False,27.9,352,2.5,2022,2,Saudi Arabian Grand Prix
0 days 01:33:01.359000,25.4,59.0,1013.0,False,28.2,344,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:34:01.380000,25.4,59.0,1012.9,False,28.2,329,2.9,2022,2,Saudi Arabian Grand Prix
0 days 01:35:01.399000,25.4,60.0,1013.0,False,28.1,334,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:36:01.402000,25.4,60.0,1013.0,False,28.1,331,1.2,2022,2,Saudi Arabian Grand Prix
0 days 01:37:01.402000,25.4,59.0,1013.0,False,28.2,344,1.7,2022,2,Saudi Arabian Grand Prix
0 days 01:38:01.399000,25.4,60.0,1013.0,False,28.2,132,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:39:01.401000,25.4,60.0,1013.0,False,27.9,345,1.0,2022,2,Saudi Arabian Grand Prix
0 days 01:40:01.412000,25.4,60.0,1013.0,False,27.8,319,1.6,2022,2,Saudi Arabian Grand Prix
0 days 01:41:01.431000,25.4,60.0,1013.0,False,27.7,15,1.5,2022,2,Saudi Arabian Grand Prix
0 days 01:42:01.444000,25.4,60.0,1013.0,False,27.7,148,1.6,2022,2,Saudi Arabian Grand Prix
0 days 01:43:01.459000,25.4,59.0,1013.0,False,28.1,341,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:44:01.475000,25.4,59.0,1013.2,False,27.9,337,1.3,2022,2,Saudi Arabian Grand Prix
0 days 01:45:01.478000,25.5,59.0,1013.0,False,27.8,336,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:46:01.480000,25.4,59.0,1013.0,False,27.8,288,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:47:01.479000,25.4,60.0,1013.0,False,27.8,11,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:48:01.494000,25.4,59.0,1013.0,False,27.8,344,1.7,2022,2,Saudi Arabian Grand Prix
0 days 01:49:01.499000,25.5,59.0,1013.0,False,27.8,359,2.7,2022,2,Saudi Arabian Grand Prix
0 days 01:50:01.497000,25.5,59.0,1013.2,False,27.8,16,2.5,2022,2,Saudi Arabian Grand Prix
0 days 01:51:01.498000,25.5,59.0,1013.2,False,27.8,328,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:52:01.508000,25.5,59.0,1013.2,False,27.7,326,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:53:01.524000,25.5,59.0,1013.2,False,27.8,311,1.7,2022,2,Saudi Arabian Grand Prix
0 days 01:54:01.538000,25.5,58.0,1013.2,False,27.8,344,1.2,2022,2,Saudi Arabian Grand Prix
0 days 01:55:01.542000,25.5,57.0,1013.2,False,27.8,342,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:56:01.539000,25.5,57.0,1013.2,False,27.9,329,2.7,2022,2,Saudi Arabian Grand Prix
0 days 01:57:01.557000,25.5,57.0,1013.2,False,27.7,349,2.9,2022,2,Saudi Arabian Grand Prix
0 days 01:58:01.580000,25.5,58.0,1013.0,False,27.4,294,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:59:01.582000,25.4,57.0,1013.2,False,27.6,311,1.8,2022,2,Saudi Arabian Grand Prix
0 days 02:00:01.601000,25.5,57.0,1013.2,False,27.7,341,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:01:01.607000,25.5,57.0,1013.4,False,27.7,33,2.7,2022,2,Saudi Arabian Grand Prix
0 days 02:02:01.603000,25.5,57.0,1013.2,False,27.6,342,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:03:01.635000,25.5,57.0,1013.2,False,27.6,300,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:04:01.634000,25.5,57.0,1013.2,False,27.5,0,2.0,2022,2,Saudi Arabian Grand Prix
0 days 02:05:01.650000,25.5,56.0,1013.2,False,27.5,326,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:06:01.653000,25.5,56.0,1013.4,False,27.6,329,2.7,2022,2,Saudi Arabian Grand Prix
0 days 02:07:01.663000,25.5,56.0,1013.2,False,27.5,340,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:08:01.681000,25.5,56.0,1013.2,False,27.5,340,1.8,2022,2,Saudi Arabian Grand Prix
0 days 02:09:01.698000,25.5,56.0,1013.2,False,27.5,354,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:10:01.700000,25.5,56.0,1013.2,False,27.5,332,3.5,2022,2,Saudi Arabian Grand Prix
0 days 02:11:01.702000,25.5,56.0,1013.2,False,27.5,5,2.9,2022,2,Saudi Arabian Grand Prix
0 days 02:12:01.703000,25.4,57.0,1013.2,False,27.5,349,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:13:01.704000,25.3,57.0,1013.2,False,27.4,351,2.4,2022,2,Saudi Arabian Grand Prix
0 days 02:14:01.705000,25.4,56.0,1013.2,False,27.4,351,2.7,2022,2,Saudi Arabian Grand Prix
0 days 02:15:01.713000,25.3,56.0,1013.2,False,27.4,338,1.6,2022,2,Saudi Arabian Grand Prix
0 days 02:16:01.729000,25.4,57.0,1013.2,False,27.4,20,2.0,2022,2,Saudi Arabian Grand Prix
0 days 02:17:01.734000,25.4,56.0,1013.2,False,27.3,24,1.6,2022,2,Saudi Arabian Grand Prix
0 days 02:18:01.732000,25.4,56.0,1013.2,False,27.4,324,4.0,2022,2,Saudi Arabian Grand Prix
0 days 02:19:01.728000,25.4,57.0,1013.2,False,27.3,325,2.5,2022,2,Saudi Arabian Grand Prix
0 days 02:20:01.727000,25.3,57.0,1013.2,False,27.3,320,1.8,2022,2,Saudi Arabian Grand Prix
0 days 02:21:01.743000,25.3,56.0,1013.4,False,27.3,338,1.1,2022,2,Saudi Arabian Grand Prix
0 days 02:22:01.766000,25.4,56.0,1013.2,False,27.6,0,2.0,2022,2,Saudi Arabian Grand Prix
0 days 02:23:01.805000,25.4,56.0,1013.2,False,27.5,296,1.7,2022,2,Saudi Arabian Grand Prix
0 days 02:24:01.782000,25.5,56.0,1013.2,False,27.5,322,2.2,2022,2,Saudi Arabian Grand Prix
0 days 02:25:01.775000,25.4,57.0,1013.2,False,27.3,331,3.2,2022,2,Saudi Arabian Grand Prix
0 days 02:26:01.775000,25.4,57.0,1013.4,False,27.3,333,2.4,2022,2,Saudi Arabian Grand Prix
0 days 02:27:01.776000,25.4,57.0,1013.4,False,27.3,333,2.4,2022,2,Saudi Arabian Grand Prix
0 days 02:28:01.776000,25.4,57.0,1013.4,False,27.3,340,2.2,2022,2,Saudi Arabian Grand Prix
0 days 02:29:01.790000,25.4,57.0,1013.5,False,27.5,341,2.4,2022,2,Saudi Arabian Grand Prix
0 days 02:30:01.802000,25.4,57.0,1013.4,False,27.4,334,1.8,2022,2,Saudi Arabian Grand Prix
0 days 02:31:01.801000,25.3,57.0,1013.5,False,27.3,342,1.1,2022,2,Saudi Arabian Grand Prix
0 days 02:32:01.807000,25.3,57.0,1013.5,False,27.2,8,2.4,2022,2,Saudi Arabian Grand Prix
0 days 00:00:27.733000,26.0,48.0,1014.5,False,40.6,299,2.9,2022,3,Australian Grand Prix
0 days 00:01:27.730000,25.9,48.0,1014.5,False,40.6,284,2.5,2022,3,Australian Grand Prix
0 days 00:02:27.732000,25.9,48.0,1014.5,False,40.6,342,2.4,2022,3,Australian Grand Prix
0 days 00:03:27.735000,25.9,48.0,1014.5,False,40.7,295,2.4,2022,3,Australian Grand Prix
0 days 00:04:27.764000,25.8,48.0,1014.5,False,41.2,289,2.7,2022,3,Australian Grand Prix
0 days 00:05:27.774000,25.9,47.0,1014.5,False,41.0,291,4.4,2022,3,Australian Grand Prix
0 days 00:06:27.786000,25.9,48.0,1014.5,False,41.1,282,2.2,2022,3,Australian Grand Prix
0 days 00:07:27.779000,25.9,48.0,1014.5,False,41.1,311,2.2,2022,3,Australian Grand Prix
0 days 00:08:27.775000,25.9,48.0,1014.5,False,41.1,291,2.4,2022,3,Australian Grand Prix
0 days 00:09:27.800000,26.1,47.0,1014.5,False,41.2,304,2.5,2022,3,Australian Grand Prix
0 days 00:10:27.776000,26.0,48.0,1014.5,False,40.7,328,1.8,2022,3,Australian Grand Prix
0 days 00:11:27.775000,26.0,48.0,1014.5,False,40.3,288,1.7,2022,3,Australian Grand Prix
0 days 00:12:27.785000,26.1,48.0,1014.5,False,40.4,297,1.7,2022,3,Australian Grand Prix
0 days 00:13:27.778000,26.2,47.0,1014.5,False,40.3,280,1.7,2022,3,Australian Grand Prix
0 days 00:14:27.765000,26.2,47.0,1014.4,False,40.5,324,2.2,2022,3,Australian Grand Prix
0 days 00:15:27.789000,26.2,46.0,1014.4,False,40.6,297,2.5,2022,3,Australian Grand Prix
0 days 00:16:27.774000,26.1,47.0,1014.4,False,40.3,294,1.7,2022,3,Australian Grand Prix
0 days 00:17:27.784000,26.1,46.0,1014.4,False,40.1,299,2.2,2022,3,Australian Grand Prix
0 days 00:18:27.775000,26.1,47.0,1014.4,False,40.1,272,2.0,2022,3,Australian Grand Prix
0 days 00:19:27.775000,26.0,46.0,1014.4,False,40.0,293,2.5,2022,3,Australian Grand Prix
0 days 00:20:27.775000,26.1,47.0,1014.4,False,40.3,290,3.0,2022,3,Australian Grand Prix
0 days 00:21:27.786000,26.1,46.0,1014.4,False,40.5,299,2.5,2022,3,Australian Grand Prix
0 days 00:22:27.785000,26.2,46.0,1014.4,False,40.8,290,2.4,2022,3,Australian Grand Prix
0 days 00:23:27.775000,26.2,46.0,1014.5,False,40.8,285,2.4,2022,3,Australian Grand Prix
0 days 00:24:27.773000,26.3,46.0,1014.2,False,40.8,283,2.2,2022,3,Australian Grand Prix
0 days 00:25:27.792000,26.5,46.0,1014.2,False,40.7,312,2.0,2022,3,Australian Grand Prix
0 days 00:26:27.786000,26.7,45.0,1014.4,False,40.7,333,2.5,2022,3,Australian Grand Prix
0 days 00:27:27.780000,26.6,46.0,1014.4,False,40.7,305,2.0,2022,3,Australian Grand Prix
0 days 00:28:27.784000,26.5,46.0,1014.5,False,40.0,311,1.6,2022,3,Australian Grand Prix
0 days 00:29:27.778000,26.8,45.0,1014.2,False,40.1,328,2.0,2022,3,Australian Grand Prix
0 days 00:30:27.797000,26.9,45.0,1014.4,False,40.4,311,1.2,2022,3,Australian Grand Prix
0 days 00:31:27.784000,27.0,45.0,1014.4,False,40.2,303,1.8,2022,3,Australian Grand Prix
0 days 00:32:27.776000,26.9,45.0,1014.4,False,40.2,280,2.2,2022,3,Australian Grand Prix
0 days 00:33:27.778000,26.8,45.0,1014.4,False,40.6,333,2.7,2022,3,Australian Grand Prix
0 days 00:34:27.785000,26.8,44.0,1014.4,False,40.9,288,2.4,2022,3,Australian Grand Prix
0 days 00:35:27.783000,26.8,44.0,1014.4,False,40.1,311,3.4,2022,3,Australian Grand Prix
0 days 00:36:27.781000,26.6,44.0,1014.4,False,40.0,279,3.2,2022,3,Australian Grand Prix
0 days 00:37:27.767000,26.5,45.0,1014.5,False,39.4,293,3.2,2022,3,Australian Grand Prix
0 days 00:38:27.775000,26.4,44.0,1014.5,False,39.2,275,2.5,2022,3,Australian Grand Prix
0 days 00:39:27.775000,26.4,44.0,1014.5,False,39.2,321,1.2,2022,3,Australian Grand Prix
0 days 00:40:27.794000,26.4,44.0,1014.4,False,36.0,328,1.7,2022,3,Australian Grand Prix
0 days 00:41:27.822000,26.3,45.0,1014.5,False,36.0,280,2.0,2022,3,Australian Grand Prix
0 days 00:42:27.823000,26.4,44.0,1014.4,False,35.4,287,1.7,2022,3,Australian Grand Prix
0 days 00:43:27.826000,26.3,45.0,1014.5,False,34.0,304,2.2,2022,3,Australian Grand Prix
0 days 00:44:27.830000,26.2,45.0,1014.5,False,34.0,289,2.5,2022,3,Australian Grand Prix
0 days 00:45:27.825000,26.2,43.0,1014.5,False,31.9,291,4.0,2022,3,Australian Grand Prix
0 days 00:46:27.840000,26.1,44.0,1014.4,False,31.9,290,2.4,2022,3,Australian Grand Prix
0 days 00:47:27.855000,26.1,45.0,1014.4,False,35.5,282,2.0,2022,3,Australian Grand Prix
0 days 00:48:27.863000,26.3,45.0,1014.5,False,38.5,290,2.0,2022,3,Australian Grand Prix
0 days 00:49:27.853000,26.2,45.0,1014.4,False,38.5,288,1.8,2022,3,Australian Grand Prix
0 days 00:50:27.857000,26.3,44.0,1014.4,False,38.9,316,2.7,2022,3,Australian Grand Prix
0 days 00:51:27.854000,26.4,45.0,1014.4,False,38.9,309,1.5,2022,3,Australian Grand Prix
0 days 00:52:27.853000,26.5,44.0,1014.5,False,39.2,291,2.0,2022,3,Australian Grand Prix
0 days 00:53:27.855000,26.6,44.0,1014.4,False,39.2,307,2.7,2022,3,Australian Grand Prix
0 days 00:54:27.854000,26.5,44.0,1014.4,False,39.0,291,2.7,2022,3,Australian Grand Prix
0 days 00:55:27.866000,26.7,44.0,1014.2,False,39.1,307,2.7,2022,3,Australian Grand Prix
0 days 00:56:27.858000,26.7,44.0,1014.4,False,39.6,313,2.2,2022,3,Australian Grand Prix
0 days 00:57:27.864000,26.7,44.0,1014.4,False,39.6,298,2.2,2022,3,Australian Grand Prix
0 days 00:58:27.873000,26.7,44.0,1014.4,False,39.8,279,2.4,2022,3,Australian Grand Prix
0 days 00:59:27.870000,26.7,43.0,1014.4,False,39.8,282,1.6,2022,3,Australian Grand Prix
0 days 01:00:27.913000,26.7,43.0,1014.4,False,39.8,300,2.7,2022,3,Australian Grand Prix
0 days 01:01:27.916000,26.7,43.0,1014.4,False,39.4,319,2.2,2022,3,Australian Grand Prix
0 days 01:02:27.901000,26.6,44.0,1014.4,False,39.3,312,1.7,2022,3,Australian Grand Prix
0 days 01:03:27.903000,26.6,44.0,1014.4,False,39.3,299,1.8,2022,3,Australian Grand Prix
0 days 01:04:27.920000,26.6,43.0,1014.4,False,39.1,285,2.5,2022,3,Australian Grand Prix
0 days 01:05:27.919000,26.6,43.0,1014.4,False,39.0,311,2.7,2022,3,Australian Grand Prix
0 days 01:06:27.943000,26.6,43.0,1014.5,False,38.4,264,1.6,2022,3,Australian Grand Prix
0 days 01:07:27.949000,26.5,43.0,1014.4,False,38.1,312,2.0,2022,3,Australian Grand Prix
0 days 01:08:27.946000,26.6,44.0,1014.5,False,37.9,286,2.0,2022,3,Australian Grand Prix
0 days 01:09:27.954000,26.5,44.0,1014.5,False,37.4,302,2.5,2022,3,Australian Grand Prix
0 days 01:10:27.966000,26.4,44.0,1014.4,False,36.8,312,2.7,2022,3,Australian Grand Prix
0 days 01:11:27.949000,26.3,44.0,1014.4,False,36.7,307,2.0,2022,3,Australian Grand Prix
0 days 01:12:27.965000,26.2,44.0,1014.4,False,36.7,312,2.4,2022,3,Australian Grand Prix
0 days 01:13:27.947000,26.1,44.0,1014.4,False,36.6,309,2.5,2022,3,Australian Grand Prix
0 days 01:14:27.947000,26.1,45.0,1014.5,False,36.3,287,1.6,2022,3,Australian Grand Prix
0 days 01:15:27.956000,26.2,45.0,1014.4,False,36.2,296,2.0,2022,3,Australian Grand Prix
0 days 01:16:27.993000,26.3,45.0,1014.4,False,36.2,311,1.7,2022,3,Australian Grand Prix
0 days 01:17:27.951000,26.4,44.0,1014.2,False,36.2,180,1.5,2022,3,Australian Grand Prix
0 days 01:18:27.950000,26.6,44.0,1014.4,False,36.1,260,0.6,2022,3,Australian Grand Prix
0 days 01:19:27.963000,26.6,45.0,1014.4,False,36.2,311,1.2,2022,3,Australian Grand Prix
0 days 01:20:27.963000,26.6,45.0,1014.5,False,36.2,317,2.0,2022,3,Australian Grand Prix
0 days 01:21:27.984000,26.6,44.0,1014.2,False,36.7,340,1.3,2022,3,Australian Grand Prix
0 days 01:22:27.981000,26.6,44.0,1014.2,False,37.2,295,2.5,2022,3,Australian Grand Prix
0 days 01:23:27.979000,26.6,44.0,1014.5,False,37.5,321,1.5,2022,3,Australian Grand Prix
0 days 01:24:27.978000,26.7,43.0,1014.2,False,37.7,20,1.7,2022,3,Australian Grand Prix
0 days 01:25:27.979000,26.9,44.0,1014.2,False,37.5,346,0.5,2022,3,Australian Grand Prix
0 days 01:26:27.981000,26.9,43.0,1014.2,False,36.8,307,0.5,2022,3,Australian Grand Prix
0 days 01:27:27.982000,27.0,43.0,1014.2,False,37.6,0,0.6,2022,3,Australian Grand Prix
0 days 01:28:28.016000,27.1,43.0,1014.2,False,37.7,165,0.4,2022,3,Australian Grand Prix
0 days 01:29:27.981000,27.1,42.0,1014.2,False,37.0,321,1.1,2022,3,Australian Grand Prix
0 days 01:30:27.982000,26.9,43.0,1014.2,False,36.4,37,1.6,2022,3,Australian Grand Prix
0 days 01:31:27.982000,26.8,44.0,1014.2,False,36.4,335,1.7,2022,3,Australian Grand Prix
0 days 01:32:27.998000,26.7,44.0,1014.2,False,36.6,322,1.0,2022,3,Australian Grand Prix
0 days 01:33:27.979000,26.7,44.0,1014.2,False,36.7,313,1.6,2022,3,Australian Grand Prix
0 days 01:34:27.984000,26.6,44.0,1014.2,False,36.8,343,2.0,2022,3,Australian Grand Prix
0 days 01:35:27.989000,26.8,44.0,1014.2,False,36.8,317,1.0,2022,3,Australian Grand Prix
0 days 01:36:27.986000,27.0,43.0,1014.2,False,36.5,315,1.3,2022,3,Australian Grand Prix
0 days 01:37:27.981000,27.1,43.0,1014.2,False,36.5,349,2.0,2022,3,Australian Grand Prix
0 days 01:38:27.983000,27.0,43.0,1014.2,False,36.6,283,1.2,2022,3,Australian Grand Prix
0 days 01:39:27.994000,27.1,43.0,1014.2,False,36.6,334,1.2,2022,3,Australian Grand Prix
0 days 01:40:27.981000,27.1,43.0,1014.2,False,37.0,329,1.3,2022,3,Australian Grand Prix
0 days 01:41:27.982000,27.2,43.0,1014.0,False,37.0,316,1.8,2022,3,Australian Grand Prix
0 days 01:42:27.980000,27.1,43.0,1014.0,False,36.6,335,1.8,2022,3,Australian Grand Prix
0 days 01:43:27.998000,27.2,43.0,1014.0,False,36.5,323,2.0,2022,3,Australian Grand Prix
0 days 01:44:27.983000,27.0,43.0,1014.0,False,36.4,300,2.0,2022,3,Australian Grand Prix
0 days 01:45:27.980000,27.0,44.0,1014.0,False,36.5,240,1.7,2022,3,Australian Grand Prix
0 days 01:46:27.985000,27.0,43.0,1014.2,False,36.5,265,1.0,2022,3,Australian Grand Prix
0 days 01:47:27.979000,27.0,42.0,1014.0,False,36.7,298,1.8,2022,3,Australian Grand Prix
0 days 01:48:27.980000,26.9,43.0,1014.0,False,36.3,320,1.8,2022,3,Australian Grand Prix
0 days 01:49:27.988000,27.0,42.0,1014.0,False,36.4,286,1.6,2022,3,Australian Grand Prix
0 days 01:50:27.978000,27.0,42.0,1014.0,False,36.4,158,1.7,2022,3,Australian Grand Prix
0 days 01:51:27.978000,27.0,42.0,1014.0,False,36.1,332,1.7,2022,3,Australian Grand Prix
0 days 01:52:27.979000,27.1,42.0,1014.0,False,36.2,308,2.0,2022,3,Australian Grand Prix
0 days 01:53:27.984000,27.0,42.0,1014.0,False,36.2,210,2.2,2022,3,Australian Grand Prix
0 days 01:54:28.001000,27.0,42.0,1014.0,False,36.2,336,1.6,2022,3,Australian Grand Prix
0 days 01:55:27.981000,27.0,42.0,1014.0,False,35.9,202,1.7,2022,3,Australian Grand Prix
0 days 01:56:27.995000,27.0,42.0,1014.0,False,35.9,313,0.6,2022,3,Australian Grand Prix
0 days 01:57:27.988000,27.1,42.0,1014.0,False,36.1,154,1.2,2022,3,Australian Grand Prix
0 days 01:58:27.986000,27.2,42.0,1014.0,False,36.1,0,0.6,2022,3,Australian Grand Prix
0 days 01:59:27.980000,27.3,41.0,1014.0,False,35.9,128,1.3,2022,3,Australian Grand Prix
0 days 02:00:27.983000,27.3,41.0,1014.0,False,35.9,159,1.1,2022,3,Australian Grand Prix
0 days 02:01:27.981000,27.4,41.0,1014.0,False,35.9,320,0.8,2022,3,Australian Grand Prix
0 days 02:02:27.981000,27.3,40.0,1014.0,False,35.9,339,1.7,2022,3,Australian Grand Prix
0 days 02:03:27.981000,27.3,41.0,1014.0,False,35.5,332,1.7,2022,3,Australian Grand Prix
0 days 02:04:27.981000,27.2,41.0,1014.0,False,35.5,324,2.0,2022,3,Australian Grand Prix
0 days 02:05:28.009000,27.2,42.0,1014.0,False,35.5,286,2.0,2022,3,Australian Grand Prix
0 days 02:06:27.979000,27.1,41.0,1014.0,False,35.5,324,1.8,2022,3,Australian Grand Prix
0 days 02:07:27.980000,27.1,42.0,1014.0,False,35.5,338,2.2,2022,3,Australian Grand Prix
0 days 02:08:27.982000,27.0,41.0,1013.9,False,35.5,284,2.4,2022,3,Australian Grand Prix
0 days 02:09:27.993000,27.1,42.0,1014.0,False,35.4,348,2.4,2022,3,Australian Grand Prix
0 days 02:10:27.981000,27.0,42.0,1014.0,False,35.4,313,1.7,2022,3,Australian Grand Prix
0 days 02:11:27.986000,27.0,42.0,1014.0,False,35.4,320,2.0,2022,3,Australian Grand Prix
0 days 02:12:27.981000,27.0,42.0,1014.0,False,35.2,183,1.2,2022,3,Australian Grand Prix
0 days 02:13:27.999000,27.1,42.0,1014.0,False,35.2,150,0.8,2022,3,Australian Grand Prix
0 days 02:14:27.986000,27.1,41.0,1014.0,False,35.2,73,1.2,2022,3,Australian Grand Prix
0 days 02:15:28.087000,27.1,41.0,1014.0,False,35.2,143,0.6,2022,3,Australian Grand Prix
0 days 02:16:27.983000,27.1,40.0,1013.9,False,35.2,154,0.8,2022,3,Australian Grand Prix
0 days 02:17:27.982000,27.1,41.0,1014.0,False,35.2,152,1.2,2022,3,Australian Grand Prix
0 days 02:18:27.981000,27.1,40.0,1013.9,False,35.1,178,0.8,2022,3,Australian Grand Prix
0 days 02:19:27.982000,27.1,40.0,1014.0,False,35.0,105,1.2,2022,3,Australian Grand Prix
0 days 02:20:27.983000,27.1,40.0,1014.0,False,34.9,0,0.8,2022,3,Australian Grand Prix
0 days 02:21:27.983000,27.1,40.0,1014.0,False,34.7,322,1.0,2022,3,Australian Grand Prix
0 days 02:22:28.008000,27.2,41.0,1014.0,False,34.7,0,0.8,2022,3,Australian Grand Prix
0 days 02:23:27.998000,27.2,40.0,1013.9,False,34.8,149,0.4,2022,3,Australian Grand Prix
0 days 02:24:27.987000,27.2,41.0,1014.0,False,34.7,8,0.8,2022,3,Australian Grand Prix
0 days 02:25:27.990000,27.3,40.0,1014.0,False,34.5,275,1.2,2022,3,Australian Grand Prix
0 days 02:26:27.993000,27.4,41.0,1014.0,False,34.4,167,0.8,2022,3,Australian Grand Prix
0 days 02:27:27.987000,27.2,41.0,1014.0,False,34.2,342,1.0,2022,3,Australian Grand Prix
0 days 02:28:27.981000,27.3,41.0,1014.0,False,34.2,314,0.8,2022,3,Australian Grand Prix
0 days 02:29:27.992000,27.3,41.0,1014.0,False,33.9,316,1.1,2022,3,Australian Grand Prix
0 days 02:30:27.988000,27.3,41.0,1014.0,False,34.0,147,1.2,2022,3,Australian Grand Prix
0 days 02:31:27.982000,27.3,42.0,1014.0,False,34.0,318,1.2,2022,3,Australian Grand Prix
0 days 02:32:27.983000,27.2,42.0,1014.0,False,34.0,184,0.8,2022,3,Australian Grand Prix
0 days 02:33:27.981000,27.1,41.0,1013.9,False,34.0,285,1.5,2022,3,Australian Grand Prix
0 days 02:34:27.983000,27.1,40.0,1014.0,False,33.8,305,1.8,2022,3,Australian Grand Prix
0 days 02:35:27.985000,27.0,42.0,1014.0,False,33.4,286,2.0,2022,3,Australian Grand Prix
0 days 00:00:34.268000,11.1,91.0,1001.7,False,17.6,65,1.7,2022,4,Emilia Romagna Grand Prix
0 days 00:01:34.268000,11.1,91.0,1001.7,False,17.6,88,1.3,2022,4,Emilia Romagna Grand Prix
0 days 00:02:34.269000,11.1,91.0,1001.5,False,17.6,46,0.8,2022,4,Emilia Romagna Grand Prix
0 days 00:03:34.293000,11.2,91.0,1001.7,False,17.6,95,1.5,2022,4,Emilia Romagna Grand Prix
0 days 00:04:34.315000,11.2,91.0,1001.7,False,17.7,127,1.2,2022,4,Emilia Romagna Grand Prix
0 days 00:05:34.315000,11.1,91.0,1001.7,False,17.8,99,1.0,2022,4,Emilia Romagna Grand Prix
0 days 00:06:34.335000,11.4,92.0,1001.7,False,17.9,56,1.0,2022,4,Emilia Romagna Grand Prix
0 days 00:07:34.348000,11.4,90.0,1001.5,False,18.1,106,1.0,2022,4,Emilia Romagna Grand Prix
0 days 00:08:34.347000,11.5,91.0,1001.5,False,18.2,67,1.0,2022,4,Emilia Romagna Grand Prix
0 days 00:09:34.346000,11.6,91.0,1001.5,False,18.4,75,1.5,2022,4,Emilia Romagna Grand Prix
0 days 00:10:34.348000,11.5,91.0,1001.5,False,18.7,88,1.5,2022,4,Emilia Romagna Grand Prix
0 days 00:11:34.347000,11.6,92.0,1001.5,False,18.8,71,0.8,2022,4,Emilia Romagna Grand Prix
0 days 00:12:34.347000,11.7,91.0,1001.5,False,19.0,94,1.6,2022,4,Emilia Romagna Grand Prix
0 days 00:13:34.346000,11.7,91.0,1001.5,False,19.0,93,2.4,2022,4,Emilia Romagna Grand Prix
0 days 00:14:34.364000,11.6,90.0,1001.5,False,19.0,79,2.4,2022,4,Emilia Romagna Grand Prix
0 days 00:15:34.378000,11.6,90.0,1001.5,False,18.7,94,2.4,2022,4,Emilia Romagna Grand Prix
0 days 00:16:34.378000,11.5,91.0,1001.5,False,18.6,101,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:17:34.378000,11.6,91.0,1001.5,False,18.5,80,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:18:34.380000,11.7,91.0,1001.5,False,18.5,99,1.7,2022,4,Emilia Romagna Grand Prix
0 days 00:19:34.378000,11.7,91.0,1001.5,False,18.5,96,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:20:34.376000,11.7,91.0,1001.5,False,18.4,99,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:21:34.378000,11.7,90.0,1001.5,False,18.3,66,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:22:34.379000,11.8,90.0,1001.4,False,18.3,108,2.0,2022,4,Emilia Romagna Grand Prix
0 days 00:23:34.381000,11.8,90.0,1001.5,False,18.4,99,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:24:34.378000,11.8,90.0,1001.5,False,18.4,90,2.2,2022,4,Emilia Romagna Grand Prix
0 days 00:25:34.378000,11.9,91.0,1001.5,False,18.5,97,2.0,2022,4,Emilia Romagna Grand Prix
0 days 00:26:34.370000,11.9,90.0,1001.5,False,18.5,79,1.7,2022,4,Emilia Romagna Grand Prix
0 days 00:27:34.379000,11.9,90.0,1001.5,False,18.6,70,1.7,2022,4,Emilia Romagna Grand Prix
0 days 00:28:34.380000,12.0,90.0,1001.5,False,18.6,79,2.0,2022,4,Emilia Romagna Grand Prix
