Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,IsAccurate,Season,Round,EventName
0 days 01:25:11.071000,BOT,77,0 days 00:01:42.309000,13.0,1.0,,,0 days 00:00:36.145000,0 days 00:00:35.381000,0 days 00:00:30.783000,246.0,321.0,160.0,296.0,False,HARD,13.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 01:26:54.024000,BOT,77,0 days 00:01:42.953000,14.0,1.0,,,0 days 00:00:36.111000,0 days 00:00:35.548000,0 days 00:00:31.294000,234.0,322.0,158.0,306.0,False,HARD,14.0,True,Mercedes,1,13.0,,,True,2021,15,Russian Grand Prix
0 days 01:28:36.589000,BOT,77,0 days 00:01:42.565000,15.0,1.0,,,0 days 00:00:36.168000,0 days 00:00:35.677000,0 days 00:00:30.720000,230.0,314.0,157.0,309.0,False,HARD,15.0,True,Mercedes,1,12.0,,,True,2021,15,Russian Grand Prix
0 days 01:30:19.050000,BOT,77,0 days 00:01:42.461000,16.0,1.0,,,0 days 00:00:36.044000,0 days 00:00:35.233000,0 days 00:00:31.184000,244.0,325.0,158.0,298.0,False,HARD,16.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:32:00.850000,BOT,77,0 days 00:01:41.800000,17.0,1.0,,,0 days 00:00:36.210000,0 days 00:00:35.329000,0 days 00:00:30.261000,241.0,305.0,161.0,308.0,False,HARD,17.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:33:42.299000,BOT,77,0 days 00:01:41.449000,18.0,1.0,,,0 days 00:00:35.817000,0 days 00:00:34.871000,0 days 00:00:30.761000,252.0,322.0,161.0,298.0,False,HARD,18.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:35:23.773000,BOT,77,0 days 00:01:41.474000,19.0,1.0,,,0 days 00:00:36.052000,0 days 00:00:35.159000,0 days 00:00:30.263000,245.0,307.0,161.0,324.0,False,HARD,19.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:37:05.467000,BOT,77,0 days 00:01:41.694000,20.0,1.0,,,0 days 00:00:36.015000,0 days 00:00:34.985000,0 days 00:00:30.694000,248.0,321.0,157.0,307.0,False,HARD,20.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:38:47.073000,BOT,77,0 days 00:01:41.606000,21.0,1.0,,,0 days 00:00:36.180000,0 days 00:00:35.012000,0 days 00:00:30.414000,249.0,311.0,162.0,307.0,False,HARD,21.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:40:28.633000,BOT,77,0 days 00:01:41.560000,22.0,1.0,,,0 days 00:00:35.965000,0 days 00:00:34.713000,0 days 00:00:30.882000,250.0,321.0,160.0,301.0,False,HARD,22.0,True,Mercedes,1,10.0,,,True,2021,15,Russian Grand Prix
0 days 01:42:09.644000,BOT,77,0 days 00:01:41.011000,23.0,1.0,,,0 days 00:00:35.861000,0 days 00:00:34.916000,0 days 00:00:30.234000,248.0,312.0,158.0,312.0,True,HARD,23.0,True,Mercedes,1,9.0,,,True,2021,15,Russian Grand Prix
0 days 01:43:50.930000,BOT,77,0 days 00:01:41.286000,24.0,1.0,,,0 days 00:00:35.814000,0 days 00:00:35.136000,0 days 00:00:30.336000,247.0,304.0,159.0,306.0,False,HARD,24.0,True,Mercedes,1,9.0,,,True,2021,15,Russian Grand Prix
0 days 01:45:32.368000,BOT,77,0 days 00:01:41.438000,25.0,1.0,,,0 days 00:00:36.086000,0 days 00:00:34.539000,0 days 00:00:30.813000,253.0,323.0,162.0,302.0,False,HARD,25.0,True,Mercedes,1,9.0,,,True,2021,15,Russian Grand Prix
0 days 01:47:14.300000,BOT,77,0 days 00:01:41.932000,26.0,1.0,,,0 days 00:00:36.135000,0 days 00:00:35.255000,0 days 00:00:30.542000,243.0,309.0,156.0,323.0,False,HARD,26.0,True,Mercedes,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:48:56.662000,BOT,77,0 days 00:01:42.362000,27.0,1.0,,,0 days 00:00:36.986000,0 days 00:00:35.543000,0 days 00:00:29.833000,251.0,293.0,161.0,312.0,False,HARD,27.0,True,Mercedes,1,7.0,,,True,2021,15,Russian Grand Prix
0 days 01:50:42.285000,BOT,77,0 days 00:01:45.623000,28.0,1.0,,0 days 01:50:34.250000,0 days 00:00:35.938000,0 days 00:00:35.217000,0 days 00:00:34.468000,253.0,293.0,,300.0,False,HARD,28.0,True,Mercedes,1,10.0,,,False,2021,15,Russian Grand Prix
0 days 01:52:40.735000,BOT,77,0 days 00:01:58.450000,29.0,2.0,0 days 01:51:04.085000,,0 days 00:00:56.261000,0 days 00:00:33.823000,0 days 00:00:28.366000,257.0,289.0,171.0,300.0,False,MEDIUM,1.0,True,Mercedes,1,16.0,,,False,2021,15,Russian Grand Prix
0 days 01:54:20.282000,BOT,77,0 days 00:01:39.547000,30.0,2.0,,,0 days 00:00:35.651000,0 days 00:00:33.745000,0 days 00:00:30.151000,255.0,311.0,168.0,292.0,True,MEDIUM,2.0,True,Mercedes,1,16.0,,,True,2021,15,Russian Grand Prix
0 days 01:55:58.498000,BOT,77,0 days 00:01:38.216000,31.0,2.0,,,0 days 00:00:35.103000,0 days 00:00:34.283000,0 days 00:00:28.830000,256.0,290.0,169.0,326.0,True,MEDIUM,3.0,True,Mercedes,1,15.0,,,True,2021,15,Russian Grand Prix
0 days 01:57:37.429000,BOT,77,0 days 00:01:38.931000,32.0,2.0,,,0 days 00:00:35.530000,0 days 00:00:34.175000,0 days 00:00:29.226000,256.0,292.0,165.0,291.0,False,MEDIUM,4.0,True,Mercedes,1,15.0,,,True,2021,15,Russian Grand Prix
0 days 01:59:16.278000,BOT,77,0 days 00:01:38.849000,33.0,2.0,,,0 days 00:00:35.616000,0 days 00:00:34.260000,0 days 00:00:28.973000,258.0,298.0,166.0,297.0,False,MEDIUM,5.0,True,Mercedes,1,15.0,,,True,2021,15,Russian Grand Prix
0 days 02:00:56.061000,BOT,77,0 days 00:01:39.783000,34.0,2.0,,,0 days 00:00:35.521000,0 days 00:00:34.332000,0 days 00:00:29.930000,255.0,316.0,164.0,317.0,False,MEDIUM,6.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:02:36.301000,BOT,77,0 days 00:01:40.240000,35.0,2.0,,,0 days 00:00:35.562000,0 days 00:00:34.563000,0 days 00:00:30.115000,252.0,314.0,166.0,314.0,False,MEDIUM,7.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:04:17.537000,BOT,77,0 days 00:01:41.236000,36.0,2.0,,,0 days 00:00:36.827000,0 days 00:00:34.736000,0 days 00:00:29.673000,250.0,309.0,165.0,305.0,False,MEDIUM,8.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:05:58.211000,BOT,77,0 days 00:01:40.674000,37.0,2.0,,,0 days 00:00:35.378000,0 days 00:00:34.855000,0 days 00:00:30.441000,244.0,316.0,161.0,315.0,False,MEDIUM,9.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:07:38.824000,BOT,77,0 days 00:01:40.613000,38.0,2.0,,,0 days 00:00:35.462000,0 days 00:00:34.828000,0 days 00:00:30.323000,240.0,321.0,161.0,316.0,False,MEDIUM,10.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:09:19.584000,BOT,77,0 days 00:01:40.760000,39.0,2.0,,,0 days 00:00:35.738000,0 days 00:00:34.625000,0 days 00:00:30.397000,249.0,324.0,160.0,317.0,False,MEDIUM,11.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:11:00.900000,BOT,77,0 days 00:01:41.316000,40.0,2.0,,,0 days 00:00:37.487000,0 days 00:00:34.396000,0 days 00:00:29.433000,252.0,297.0,163.0,302.0,False,MEDIUM,12.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:12:41.266000,BOT,77,0 days 00:01:40.366000,41.0,2.0,,,0 days 00:00:35.430000,0 days 00:00:34.535000,0 days 00:00:30.401000,254.0,315.0,162.0,316.0,False,MEDIUM,13.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:14:22.372000,BOT,77,0 days 00:01:41.106000,42.0,2.0,,,0 days 00:00:35.702000,0 days 00:00:34.740000,0 days 00:00:30.664000,247.0,321.0,159.0,318.0,False,MEDIUM,14.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:16:04.305000,BOT,77,0 days 00:01:41.933000,43.0,2.0,,,0 days 00:00:35.936000,0 days 00:00:35.249000,0 days 00:00:30.748000,245.0,321.0,164.0,293.0,False,MEDIUM,15.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:17:45.460000,BOT,77,0 days 00:01:41.155000,44.0,2.0,,,0 days 00:00:35.944000,0 days 00:00:35.099000,0 days 00:00:30.112000,249.0,304.0,164.0,330.0,False,MEDIUM,16.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:19:26.645000,BOT,77,0 days 00:01:41.185000,45.0,2.0,,,0 days 00:00:35.872000,0 days 00:00:35.494000,0 days 00:00:29.819000,244.0,309.0,164.0,328.0,False,MEDIUM,17.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:21:08.887000,BOT,77,0 days 00:01:42.242000,46.0,2.0,,,0 days 00:00:35.970000,0 days 00:00:36.307000,0 days 00:00:29.965000,215.0,296.0,166.0,299.0,False,MEDIUM,18.0,True,Mercedes,1,14.0,,,True,2021,15,Russian Grand Prix
0 days 02:23:04.992000,BOT,77,0 days 00:01:56.105000,47.0,2.0,,0 days 02:22:56.758000,0 days 00:00:37.623000,0 days 00:00:41.631000,0 days 00:00:36.851000,196.0,292.0,,296.0,False,MEDIUM,19.0,True,Mercedes,12,14.0,,,False,2021,15,Russian Grand Prix
0 days 02:25:12.032000,BOT,77,0 days 00:02:07.040000,48.0,3.0,0 days 02:23:26.231000,,0 days 00:00:57.341000,0 days 00:00:38.139000,0 days 00:00:31.560000,229.0,289.0,158.0,288.0,False,INTERMEDIATE,1.0,True,Mercedes,12,13.0,,,False,2021,15,Russian Grand Prix
0 days 02:27:01.713000,BOT,77,0 days 00:01:49.681000,49.0,3.0,,,0 days 00:00:37.774000,0 days 00:00:38.170000,0 days 00:00:33.737000,222.0,298.0,151.0,281.0,False,INTERMEDIATE,2.0,True,Mercedes,1,12.0,,,True,2021,15,Russian Grand Prix
0 days 02:28:57.472000,BOT,77,0 days 00:01:55.759000,50.0,3.0,,,0 days 00:00:41.132000,0 days 00:00:41.405000,0 days 00:00:33.222000,190.0,292.0,145.0,266.0,False,INTERMEDIATE,3.0,True,Mercedes,12,9.0,,,True,2021,15,Russian Grand Prix
0 days 02:30:49.081000,BOT,77,0 days 00:01:51.609000,51.0,3.0,,,0 days 00:00:39.075000,0 days 00:00:39.423000,0 days 00:00:33.111000,213.0,290.0,151.0,261.0,False,INTERMEDIATE,4.0,True,Mercedes,21,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:32:40.344000,BOT,77,0 days 00:01:51.263000,52.0,3.0,,,0 days 00:00:39.504000,0 days 00:00:38.684000,0 days 00:00:33.075000,221.0,297.0,150.0,267.0,False,INTERMEDIATE,5.0,True,Mercedes,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 02:34:30.649000,BOT,77,0 days 00:01:50.305000,53.0,3.0,,,0 days 00:00:38.044000,0 days 00:00:39.013000,0 days 00:00:33.248000,218.0,305.0,146.0,283.0,False,INTERMEDIATE,6.0,True,Mercedes,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:04:31.462000,ALO,14,0 days 00:01:49.347000,1.0,1.0,,,,0 days 00:00:38.030000,0 days 00:00:31.477000,249.0,289.0,163.0,271.0,False,HARD,1.0,True,Alpine,1,6.0,,,False,2021,15,Russian Grand Prix
0 days 01:06:15.744000,ALO,14,0 days 00:01:44.282000,2.0,1.0,,,0 days 00:00:37.461000,0 days 00:00:36.312000,0 days 00:00:30.509000,223.0,287.0,163.0,292.0,True,HARD,2.0,True,Alpine,12,7.0,,,True,2021,15,Russian Grand Prix
0 days 01:07:59.397000,ALO,14,0 days 00:01:43.653000,3.0,1.0,,,0 days 00:00:36.619000,0 days 00:00:35.768000,0 days 00:00:31.266000,237.0,288.0,160.0,276.0,True,HARD,3.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:09:41.839000,ALO,14,0 days 00:01:42.442000,4.0,1.0,,,0 days 00:00:36.431000,0 days 00:00:35.865000,0 days 00:00:30.146000,234.0,288.0,159.0,281.0,True,HARD,4.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:11:24.436000,ALO,14,0 days 00:01:42.597000,5.0,1.0,,,0 days 00:00:36.659000,0 days 00:00:35.590000,0 days 00:00:30.348000,238.0,290.0,163.0,280.0,False,HARD,5.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:13:06.818000,ALO,14,0 days 00:01:42.382000,6.0,1.0,,,0 days 00:00:36.613000,0 days 00:00:35.519000,0 days 00:00:30.250000,236.0,291.0,163.0,296.0,True,HARD,6.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:14:49.166000,ALO,14,0 days 00:01:42.348000,7.0,1.0,,,0 days 00:00:36.464000,0 days 00:00:35.666000,0 days 00:00:30.218000,238.0,291.0,161.0,288.0,True,HARD,7.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:16:32.178000,ALO,14,0 days 00:01:43.012000,8.0,1.0,,,0 days 00:00:36.640000,0 days 00:00:35.689000,0 days 00:00:30.683000,231.0,290.0,162.0,275.0,False,HARD,8.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:18:13.940000,ALO,14,0 days 00:01:41.762000,9.0,1.0,,,0 days 00:00:36.379000,0 days 00:00:35.313000,0 days 00:00:30.070000,246.0,290.0,161.0,286.0,True,HARD,9.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:19:56.103000,ALO,14,0 days 00:01:42.163000,10.0,1.0,,,0 days 00:00:36.485000,0 days 00:00:35.344000,0 days 00:00:30.334000,238.0,290.0,162.0,285.0,False,HARD,10.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:21:38.162000,ALO,14,0 days 00:01:42.059000,11.0,1.0,,,0 days 00:00:36.492000,0 days 00:00:35.521000,0 days 00:00:30.046000,228.0,291.0,162.0,287.0,False,HARD,11.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:23:20.073000,ALO,14,0 days 00:01:41.911000,12.0,1.0,,,0 days 00:00:36.463000,0 days 00:00:35.383000,0 days 00:00:30.065000,238.0,294.0,161.0,278.0,False,HARD,12.0,True,Alpine,1,8.0,,,True,2021,15,Russian Grand Prix
0 days 01:25:02.059000,ALO,14,0 days 00:01:41.986000,13.0,1.0,,,0 days 00:00:36.279000,0 days 00:00:35.615000,0 days 00:00:30.092000,244.0,291.0,162.0,293.0,False,HARD,13.0,True,Alpine,1,7.0,,,True,2021,15,Russian Grand Prix
0 days 01:26:43.907000,ALO,14,0 days 00:01:41.848000,14.0,1.0,,,0 days 00:00:36.229000,0 days 00:00:35.385000,0 days 00:00:30.234000,238.0,292.0,160.0,287.0,False,HARD,14.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 01:28:25.640000,ALO,14,0 days 00:01:41.733000,15.0,1.0,,,0 days 00:00:36.369000,0 days 00:00:35.390000,0 days 00:00:29.974000,239.0,291.0,160.0,281.0,True,HARD,15.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:30:07.014000,ALO,14,0 days 00:01:41.374000,16.0,1.0,,,0 days 00:00:36.207000,0 days 00:00:35.304000,0 days 00:00:29.863000,246.0,290.0,162.0,287.0,True,HARD,16.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:31:48.426000,ALO,14,0 days 00:01:41.412000,17.0,1.0,,,0 days 00:00:36.128000,0 days 00:00:35.254000,0 days 00:00:30.030000,245.0,289.0,163.0,287.0,False,HARD,17.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:33:29.867000,ALO,14,0 days 00:01:41.441000,18.0,1.0,,,0 days 00:00:36.242000,0 days 00:00:35.221000,0 days 00:00:29.978000,243.0,289.0,163.0,286.0,False,HARD,18.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:35:11.313000,ALO,14,0 days 00:01:41.446000,19.0,1.0,,,0 days 00:00:36.099000,0 days 00:00:35.274000,0 days 00:00:30.073000,241.0,294.0,161.0,287.0,False,HARD,19.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:36:53.005000,ALO,14,0 days 00:01:41.692000,20.0,1.0,,,0 days 00:00:36.111000,0 days 00:00:35.369000,0 days 00:00:30.212000,242.0,293.0,156.0,287.0,False,HARD,20.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:38:34.105000,ALO,14,0 days 00:01:41.100000,21.0,1.0,,,0 days 00:00:36.070000,0 days 00:00:35.035000,0 days 00:00:29.995000,252.0,305.0,160.0,298.0,True,HARD,21.0,True,Alpine,1,5.0,,,True,2021,15,Russian Grand Prix
0 days 01:40:15.648000,ALO,14,0 days 00:01:41.543000,22.0,1.0,,,0 days 00:00:36.141000,0 days 00:00:35.184000,0 days 00:00:30.218000,241.0,314.0,160.0,293.0,False,HARD,22.0,True,Alpine,1,4.0,,,True,2021,15,Russian Grand Prix
0 days 01:41:56.630000,ALO,14,0 days 00:01:40.982000,23.0,1.0,,,0 days 00:00:35.878000,0 days 00:00:34.969000,0 days 00:00:30.135000,240.0,312.0,162.0,299.0,True,HARD,23.0,True,Alpine,1,4.0,,,True,2021,15,Russian Grand Prix
0 days 01:43:37.577000,ALO,14,0 days 00:01:40.947000,24.0,1.0,,,0 days 00:00:35.956000,0 days 00:00:35.061000,0 days 00:00:29.930000,255.0,291.0,159.0,295.0,True,HARD,24.0,True,Alpine,1,4.0,,,True,2021,15,Russian Grand Prix
0 days 01:45:18.413000,ALO,14,0 days 00:01:40.836000,25.0,1.0,,,0 days 00:00:35.972000,0 days 00:00:35.040000,0 days 00:00:29.824000,256.0,288.0,162.0,294.0,True,HARD,25.0,True,Alpine,1,4.0,,,True,2021,15,Russian Grand Prix
0 days 01:46:58.854000,ALO,14,0 days 00:01:40.441000,26.0,1.0,,,0 days 00:00:36.057000,0 days 00:00:34.792000,0 days 00:00:29.592000,256.0,289.0,160.0,293.0,True,HARD,26.0,True,Alpine,1,3.0,,,True,2021,15,Russian Grand Prix
0 days 01:48:39.168000,ALO,14,0 days 00:01:40.314000,27.0,1.0,,,0 days 00:00:36.027000,0 days 00:00:34.914000,0 days 00:00:29.373000,256.0,288.0,163.0,292.0,True,HARD,27.0,True,Alpine,1,3.0,,,True,2021,15,Russian Grand Prix
0 days 01:50:19.445000,ALO,14,0 days 00:01:40.277000,28.0,1.0,,,0 days 00:00:35.986000,0 days 00:00:34.862000,0 days 00:00:29.429000,258.0,288.0,160.0,291.0,True,HARD,28.0,True,Alpine,1,3.0,,,True,2021,15,Russian Grand Prix
0 days 01:51:59.543000,ALO,14,0 days 00:01:40.098000,29.0,1.0,,,0 days 00:00:36.016000,0 days 00:00:34.795000,0 days 00:00:29.287000,258.0,287.0,164.0,290.0,True,HARD,29.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 01:53:39.489000,ALO,14,0 days 00:01:39.946000,30.0,1.0,,,0 days 00:00:35.967000,0 days 00:00:34.730000,0 days 00:00:29.249000,257.0,287.0,162.0,290.0,True,HARD,30.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 01:55:19.842000,ALO,14,0 days 00:01:40.353000,31.0,1.0,,,0 days 00:00:36.065000,0 days 00:00:34.951000,0 days 00:00:29.337000,255.0,286.0,164.0,289.0,False,HARD,31.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 01:57:00.221000,ALO,14,0 days 00:01:40.379000,32.0,1.0,,,0 days 00:00:36.061000,0 days 00:00:34.853000,0 days 00:00:29.465000,257.0,286.0,163.0,289.0,False,HARD,32.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 01:58:40.525000,ALO,14,0 days 00:01:40.304000,33.0,1.0,,,0 days 00:00:36.060000,0 days 00:00:34.936000,0 days 00:00:29.308000,256.0,286.0,164.0,288.0,False,HARD,33.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 02:00:21.117000,ALO,14,0 days 00:01:40.592000,34.0,1.0,,,0 days 00:00:36.019000,0 days 00:00:35.251000,0 days 00:00:29.322000,257.0,286.0,161.0,288.0,False,HARD,34.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 02:02:01.247000,ALO,14,0 days 00:01:40.130000,35.0,1.0,,,0 days 00:00:36.036000,0 days 00:00:34.708000,0 days 00:00:29.386000,257.0,286.0,164.0,288.0,False,HARD,35.0,True,Alpine,1,2.0,,,True,2021,15,Russian Grand Prix
0 days 02:03:46.614000,ALO,14,0 days 00:01:45.367000,36.0,1.0,,0 days 02:03:38.668000,0 days 00:00:36.144000,0 days 00:00:34.650000,0 days 00:00:34.573000,255.0,293.0,,287.0,False,HARD,36.0,True,Alpine,1,4.0,,,False,2021,15,Russian Grand Prix
0 days 02:05:47.291000,ALO,14,0 days 00:02:00.677000,37.0,2.0,0 days 02:04:09.041000,,0 days 00:00:56.335000,0 days 00:00:34.927000,0 days 00:00:29.415000,234.0,300.0,171.0,295.0,False,MEDIUM,1.0,True,Alpine,1,7.0,,,False,2021,15,Russian Grand Prix
0 days 02:07:27.513000,ALO,14,0 days 00:01:40.222000,38.0,2.0,,,0 days 00:00:35.094000,0 days 00:00:35.308000,0 days 00:00:29.820000,244.0,289.0,165.0,335.0,False,MEDIUM,2.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:09:08.443000,ALO,14,0 days 00:01:40.930000,39.0,2.0,,,0 days 00:00:36.001000,0 days 00:00:35.083000,0 days 00:00:29.846000,253.0,288.0,168.0,293.0,False,MEDIUM,3.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:10:48.937000,ALO,14,0 days 00:01:40.494000,40.0,2.0,,,0 days 00:00:36.022000,0 days 00:00:35.051000,0 days 00:00:29.421000,254.0,297.0,170.0,291.0,False,MEDIUM,4.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:12:28.946000,ALO,14,0 days 00:01:40.009000,41.0,2.0,,,0 days 00:00:35.832000,0 days 00:00:34.950000,0 days 00:00:29.227000,253.0,285.0,166.0,288.0,False,MEDIUM,5.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:14:08.249000,ALO,14,0 days 00:01:39.303000,42.0,2.0,,,0 days 00:00:35.651000,0 days 00:00:34.555000,0 days 00:00:29.097000,257.0,286.0,170.0,289.0,True,MEDIUM,6.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:15:47.694000,ALO,14,0 days 00:01:39.445000,43.0,2.0,,,0 days 00:00:35.758000,0 days 00:00:34.641000,0 days 00:00:29.046000,255.0,287.0,168.0,291.0,False,MEDIUM,7.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:17:26.380000,ALO,14,0 days 00:01:38.686000,44.0,2.0,,,0 days 00:00:35.577000,0 days 00:00:34.252000,0 days 00:00:28.857000,258.0,289.0,168.0,290.0,True,MEDIUM,8.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:19:05.600000,ALO,14,0 days 00:01:39.220000,45.0,2.0,,,0 days 00:00:35.587000,0 days 00:00:34.470000,0 days 00:00:29.163000,256.0,290.0,167.0,293.0,False,MEDIUM,9.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:20:46.273000,ALO,14,0 days 00:01:40.673000,46.0,2.0,,,0 days 00:00:35.611000,0 days 00:00:35.699000,0 days 00:00:29.363000,252.0,293.0,166.0,294.0,False,MEDIUM,10.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:22:31.366000,ALO,14,0 days 00:01:45.093000,47.0,2.0,,,0 days 00:00:36.630000,0 days 00:00:38.551000,0 days 00:00:29.912000,202.0,306.0,172.0,294.0,False,MEDIUM,11.0,True,Alpine,12,5.0,,,True,2021,15,Russian Grand Prix
0 days 02:24:30.785000,ALO,14,0 days 00:01:59.419000,48.0,2.0,,,0 days 00:00:39.256000,0 days 00:00:45.574000,0 days 00:00:34.589000,206.0,284.0,167.0,239.0,False,MEDIUM,12.0,True,Alpine,12,4.0,,,True,2021,15,Russian Grand Prix
0 days 02:26:22.848000,ALO,14,0 days 00:01:52.063000,49.0,2.0,,,0 days 00:00:39.189000,0 days 00:00:41.590000,0 days 00:00:31.284000,204.0,297.0,167.0,270.0,False,MEDIUM,13.0,True,Alpine,1,3.0,,,True,2021,15,Russian Grand Prix
0 days 02:28:42.226000,ALO,14,0 days 00:02:19.378000,50.0,2.0,,0 days 02:28:33.493000,0 days 00:00:42.154000,0 days 00:00:52.812000,0 days 00:00:44.412000,166.0,245.0,,243.0,False,MEDIUM,14.0,True,Alpine,12,5.0,,,False,2021,15,Russian Grand Prix
0 days 02:31:00.772000,ALO,14,0 days 00:02:18.546000,51.0,3.0,0 days 02:29:04.073000,,0 days 00:01:01.767000,0 days 00:00:42.490000,0 days 00:00:34.289000,167.0,291.0,154.0,227.0,False,INTERMEDIATE,1.0,True,Alpine,12,7.0,,,False,2021,15,Russian Grand Prix
0 days 02:32:51.998000,ALO,14,0 days 00:01:51.226000,52.0,3.0,,,0 days 00:00:39.031000,0 days 00:00:39.422000,0 days 00:00:32.773000,209.0,292.0,154.0,268.0,False,INTERMEDIATE,2.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 02:34:44.437000,ALO,14,0 days 00:01:52.439000,53.0,3.0,,,0 days 00:00:38.483000,0 days 00:00:39.785000,0 days 00:00:34.171000,205.0,287.0,148.0,284.0,False,INTERMEDIATE,3.0,True,Alpine,1,6.0,,,True,2021,15,Russian Grand Prix
0 days 01:04:26.387000,NOR,4,0 days 00:01:44.272000,1.0,1.0,,,,0 days 00:00:35.759000,0 days 00:00:29.849000,242.0,276.0,166.0,287.0,False,MEDIUM,1.0,True,McLaren,1,2.0,,,False,2021,15,Russian Grand Prix
0 days 01:06:08.591000,NOR,4,0 days 00:01:42.204000,2.0,1.0,,,0 days 00:00:36.753000,0 days 00:00:35.471000,0 days 00:00:29.980000,242.0,279.0,164.0,278.0,True,MEDIUM,2.0,True,McLaren,12,2.0,,,True,2021,15,Russian Grand Prix
0 days 01:07:50.288000,NOR,4,0 days 00:01:41.697000,3.0,1.0,,,0 days 00:00:36.442000,0 days 00:00:35.430000,0 days 00:00:29.825000,243.0,278.0,158.0,281.0,True,MEDIUM,3.0,True,McLaren,1,2.0,,,True,2021,15,Russian Grand Prix
